"The","nt ","ng ","he "," th","ent","ion"," of","ed ","in "," an","d t","the","for"," to","on ","ing","tio","ati","d i","n t","of ","nd ","and"," in","er ","to ","an "," co","es ","e a","s, ","al "," fo"," wa"," wh","re ","s a","as "," Th"," a "," is","ter","th ","or ","s. ","is "," re","was","d a"," on","ers","at "," by","n a","ted","qualityClass"
30,24,38,192,182,37,107,132,107,67,97,28,180,14,38,56,53,90,36,24,33,131,80,80,73,32,39,16,64,61,38,41,74,29,13,11,46,52,35,50,31,18,20,25,13,26,27,20,20,21,10,15,24,16,13,37,4
0,0,9,18,18,2,6,6,18,7,5,10,16,3,4,10,6,6,4,1,4,8,15,18,9,10,7,6,8,3,4,3,7,0,5,1,1,7,8,1,8,1,5,12,1,1,4,2,3,6,5,0,4,0,2,4,4
30,9,36,129,123,39,18,61,69,34,67,27,114,18,42,27,47,26,9,9,18,69,66,70,62,30,24,34,25,36,26,26,31,15,34,10,45,25,53,27,31,13,23,29,16,26,21,18,21,12,14,13,24,14,18,23,4
0,0,4,31,28,2,3,11,4,17,9,2,21,5,6,7,14,1,1,2,9,8,8,7,14,17,3,4,1,4,2,0,2,3,3,3,4,4,0,1,5,2,6,3,1,2,8,2,0,2,2,3,4,1,1,4,4
2,2,4,9,12,0,9,5,4,2,3,3,6,0,4,2,5,1,5,1,2,7,2,8,5,2,1,6,1,1,0,0,2,4,3,1,1,4,1,0,2,2,0,0,1,1,1,5,1,1,0,1,0,0,0,2,4
6,3,3,30,31,4,6,11,6,11,4,3,30,2,1,7,7,4,6,2,7,13,13,10,6,2,3,2,8,5,2,2,5,1,2,3,0,8,3,4,3,6,3,9,7,2,6,4,2,1,2,1,3,1,3,2,4
8,4,10,37,43,11,3,12,18,5,9,7,42,4,10,9,17,9,3,0,6,12,13,12,12,11,14,5,13,3,4,3,7,5,9,1,8,8,14,6,7,0,3,3,6,7,1,9,6,2,5,0,3,2,0,5,4
4,6,20,52,61,14,10,23,27,11,27,14,42,7,11,13,26,8,6,4,13,24,35,30,25,30,15,14,22,15,13,7,7,7,2,5,5,23,22,2,13,12,6,4,12,9,8,15,9,9,4,6,17,2,2,5,4
13,14,36,121,122,19,31,66,42,43,67,16,111,21,50,31,52,17,10,7,17,52,68,83,48,79,51,19,29,52,20,15,16,18,17,31,16,48,27,23,38,43,30,17,24,14,84,32,13,24,11,23,27,10,17,17,4
3,5,15,26,30,14,12,21,19,13,31,10,17,6,9,7,12,16,8,10,10,17,20,14,21,3,8,5,7,12,8,9,10,13,2,3,9,10,14,4,9,12,7,6,12,13,20,9,2,4,4,4,5,2,7,6,4
7,9,41,59,91,25,53,69,54,22,58,17,82,13,29,16,37,31,22,6,12,57,54,62,46,16,37,20,21,24,7,21,22,18,8,16,26,22,32,6,31,16,22,13,12,1,19,19,11,15,6,8,21,6,23,13,4
4,2,11,19,32,6,4,10,17,6,9,6,25,5,7,2,13,2,2,3,3,5,10,15,12,4,18,4,8,14,6,4,5,1,2,3,4,7,8,5,11,11,1,1,6,6,10,6,0,1,0,0,2,4,3,7,4
10,12,16,82,91,24,43,28,27,12,29,14,81,23,28,32,25,49,25,7,11,24,26,32,27,45,23,6,22,18,11,14,17,14,5,25,6,12,13,8,14,11,15,7,22,3,7,25,5,5,7,3,10,5,8,12,4
17,43,63,185,208,55,128,92,97,74,94,48,187,29,80,55,65,78,52,17,38,77,100,82,102,53,62,45,48,33,38,20,62,35,39,23,18,43,54,27,48,11,49,21,27,17,25,51,30,35,17,17,42,21,35,57,4
0,4,3,11,9,0,2,7,6,4,3,1,12,1,5,5,3,7,4,1,2,3,4,2,4,2,4,0,0,0,2,0,4,1,1,0,0,5,6,1,5,1,2,2,3,0,2,0,2,4,0,1,1,0,1,1,4
1,10,11,28,38,4,18,21,23,16,12,6,23,4,7,12,24,12,7,2,8,14,15,18,16,7,7,2,7,4,6,5,21,5,5,2,5,5,6,2,8,1,4,0,10,3,6,10,9,6,2,4,5,1,2,7,4
36,18,44,216,229,43,44,94,107,59,113,47,193,50,46,54,71,24,23,18,39,86,125,125,100,45,37,53,40,132,30,53,46,33,26,23,63,66,58,33,49,18,39,38,46,36,47,35,28,20,14,31,22,19,21,29,4
8,3,31,59,58,6,9,30,18,17,19,9,67,7,19,21,27,5,2,2,8,23,25,20,22,14,22,6,9,17,9,4,4,9,9,7,11,8,14,14,8,10,12,12,9,8,16,11,0,9,3,11,15,9,4,2,4
17,12,40,103,101,22,22,35,32,50,67,20,113,12,52,14,50,13,11,4,17,40,68,73,55,50,56,17,25,41,22,9,10,20,11,14,16,32,26,22,44,40,16,28,23,9,48,20,0,10,18,16,31,14,15,12,4
2,0,2,8,3,0,3,2,4,0,4,1,5,0,1,2,5,7,3,1,1,2,3,4,3,1,1,2,1,0,0,1,0,0,1,0,0,5,1,1,5,1,1,5,0,0,3,0,0,1,0,0,0,1,2,3,4
11,36,39,152,184,44,60,81,89,54,61,43,152,20,39,26,52,53,40,18,22,70,65,59,56,35,45,29,43,22,20,11,28,28,26,22,15,22,34,20,23,3,23,15,15,11,12,31,12,26,11,18,25,6,23,21,4
24,36,72,164,283,85,146,118,120,70,89,52,207,55,86,85,78,127,51,26,46,119,87,95,107,42,64,42,46,91,57,29,69,57,17,46,77,64,43,30,37,30,35,32,45,28,56,81,8,29,23,33,51,19,41,51,4
1,0,2,20,11,5,0,7,4,3,1,2,12,5,3,1,2,2,2,2,5,6,5,2,1,1,7,1,2,9,1,2,1,2,0,1,2,3,2,3,4,6,1,1,1,1,2,0,2,1,2,0,1,2,1,0,4
21,24,41,184,169,36,46,82,102,41,55,32,185,28,71,62,53,36,24,14,32,90,73,58,63,74,62,25,33,23,15,5,24,33,46,14,31,21,52,26,30,4,20,27,30,11,8,36,26,27,24,15,19,10,10,28,4
10,6,14,49,45,8,4,14,15,20,12,3,39,8,11,3,19,4,2,5,11,12,16,12,14,20,10,6,10,18,10,2,8,8,3,2,8,14,7,4,24,8,4,6,8,11,14,9,0,5,4,12,3,3,13,10,4
44,28,91,316,366,50,65,125,119,97,141,63,308,50,74,63,108,59,31,18,69,119,121,118,114,85,80,49,45,64,42,40,39,46,35,93,50,55,72,47,77,53,71,43,52,17,73,59,29,31,50,44,52,21,38,19,4
3,9,13,43,23,7,5,11,31,10,14,7,19,10,14,15,17,2,4,5,5,7,23,24,14,20,8,8,3,8,5,2,7,5,9,4,6,6,11,9,8,1,2,9,2,4,2,7,9,7,7,3,3,8,3,5,4
6,4,16,47,57,9,4,17,16,19,25,4,44,4,38,8,17,6,4,7,15,20,20,25,27,8,23,8,6,20,6,1,4,6,2,9,8,17,11,4,11,17,9,5,2,8,34,6,1,2,3,3,7,5,2,5,4
1,1,5,28,19,5,4,4,4,5,8,5,28,1,2,7,3,3,1,1,5,12,7,9,4,6,8,3,0,4,1,2,1,2,0,5,2,5,7,2,4,2,4,4,2,1,4,2,0,1,1,1,2,0,2,1,4
17,20,27,103,100,35,37,40,73,46,65,29,105,10,34,27,26,24,12,12,17,57,54,55,69,26,29,22,15,19,25,18,24,6,27,14,11,20,31,10,27,11,29,16,17,15,19,17,22,20,16,16,16,8,19,11,4
31,25,35,160,171,34,38,75,72,58,71,27,150,22,28,25,41,40,23,26,26,76,64,82,89,35,33,41,33,31,24,20,47,24,24,23,42,33,60,34,37,31,31,26,18,19,34,33,22,10,10,12,11,13,9,18,4
11,15,35,141,152,25,63,52,90,30,54,35,139,29,48,52,38,53,19,11,31,50,49,55,52,35,46,16,27,25,20,13,19,25,30,17,15,25,47,24,17,1,29,16,24,17,11,33,25,22,15,20,36,11,12,18,4
15,13,22,78,93,19,30,41,40,30,24,11,74,12,30,28,34,17,16,8,15,55,37,35,35,22,20,17,12,23,7,18,8,11,9,14,14,21,14,8,19,3,20,9,19,2,21,26,8,6,9,10,13,10,8,9,4
27,11,53,170,163,29,27,71,59,61,82,22,142,14,51,22,46,37,19,13,33,83,90,76,72,53,66,44,29,40,26,21,34,22,17,19,27,33,45,19,34,35,41,22,20,16,64,43,12,14,16,25,36,11,17,16,4
23,14,49,200,221,72,42,130,67,59,79,60,217,24,56,39,52,41,24,35,45,105,83,79,88,45,47,32,40,40,44,27,39,23,17,28,36,53,48,24,42,53,30,25,51,20,57,48,7,37,18,28,27,15,19,19,4
7,2,12,45,62,5,5,19,37,7,25,13,57,5,16,3,17,2,1,5,5,14,18,23,11,8,11,8,5,8,2,2,2,3,11,8,8,9,5,10,9,1,7,7,8,3,7,4,6,13,3,2,5,4,3,6,4
17,29,47,107,109,47,108,60,47,40,62,20,83,16,30,67,44,73,63,14,30,66,88,65,69,52,32,20,32,35,21,19,57,13,31,7,30,40,12,19,13,16,38,16,25,19,15,36,1,16,16,13,11,5,13,15,4
7,2,22,59,78,11,9,27,29,11,23,8,69,13,18,16,26,5,2,1,13,28,31,33,14,18,19,11,10,16,10,8,4,8,9,19,12,6,19,9,7,2,7,8,11,6,13,13,7,5,6,7,12,4,3,5,4
30,19,65,155,166,52,47,69,79,57,93,28,153,32,44,55,67,54,49,19,36,60,97,101,109,28,38,25,37,37,25,30,37,33,15,11,32,41,44,37,27,29,26,26,34,26,25,54,11,22,13,31,8,12,19,17,4
6,16,8,27,43,8,8,16,19,15,24,1,39,6,13,6,10,5,17,4,11,26,18,19,11,7,6,7,12,23,13,10,3,15,1,3,7,10,5,7,5,5,5,7,5,16,4,6,0,3,8,4,10,5,4,2,3
0,1,2,3,2,2,1,1,4,6,0,1,4,1,1,0,1,2,0,0,0,4,3,3,3,4,1,1,0,0,1,0,1,1,4,2,1,2,5,0,1,0,4,1,1,0,1,0,2,0,1,0,1,0,0,2,3
7,5,12,30,36,30,12,16,16,8,32,2,31,6,21,17,11,14,16,4,5,17,21,24,4,4,8,4,10,12,2,6,24,4,1,3,10,13,6,6,5,9,9,5,6,7,13,15,0,6,1,5,6,2,10,9,3
15,11,16,49,56,14,19,22,27,12,19,13,50,12,13,15,16,42,34,10,12,20,22,19,27,15,15,15,5,21,8,7,16,8,4,9,11,13,29,12,21,6,8,9,12,14,7,29,1,5,5,3,14,3,5,6,3
18,6,41,101,143,43,69,36,53,40,53,16,112,32,34,52,49,39,24,17,28,36,26,31,47,26,30,17,43,29,50,18,28,10,3,14,31,21,10,16,23,38,14,8,28,11,36,48,5,13,18,8,17,5,18,7,3
3,1,0,1,8,0,0,1,5,0,2,0,3,1,3,3,0,0,0,1,4,3,3,2,2,4,1,1,1,1,0,0,0,0,2,0,0,0,1,5,1,0,1,0,0,0,0,2,1,2,1,0,2,1,0,1,3
5,5,1,15,14,2,1,2,7,7,4,3,6,0,10,4,4,1,2,0,3,0,3,2,4,0,2,2,0,2,1,1,0,1,2,0,1,2,1,1,1,0,1,1,2,0,0,3,4,1,2,1,0,2,3,0,3
8,3,4,36,25,8,3,10,11,3,7,8,28,4,5,7,0,0,4,2,3,16,11,11,1,7,8,4,7,1,3,1,5,3,6,2,9,5,5,6,6,4,0,3,5,4,9,6,3,2,4,1,3,5,4,3,3
10,10,20,89,96,17,13,36,39,16,26,15,105,6,20,15,19,15,7,8,17,50,41,18,21,13,15,8,18,16,14,16,17,12,25,7,15,13,18,14,16,3,17,15,8,6,14,16,16,13,4,4,9,3,6,17,3
9,13,29,78,83,24,25,44,38,22,46,12,64,12,28,27,34,32,23,11,21,47,47,56,28,12,21,17,29,25,20,12,33,12,8,6,25,17,22,8,11,11,11,13,10,14,7,14,11,9,10,6,12,9,17,7,3
1,1,0,23,19,4,1,5,3,2,2,2,15,1,3,3,7,0,0,0,3,13,3,4,4,3,4,1,4,3,1,1,3,1,4,2,2,2,1,2,4,1,5,1,0,2,2,2,4,0,3,0,1,1,1,1,3
12,20,62,62,126,33,51,44,44,13,47,24,78,12,42,48,73,38,29,7,19,46,36,53,42,15,41,19,36,31,19,16,29,15,7,5,41,30,15,15,48,26,13,6,27,15,35,22,3,10,15,11,15,13,12,14,3
1,1,5,23,32,4,6,11,12,6,9,2,21,5,6,3,16,2,1,3,2,12,4,5,11,18,5,7,4,7,5,1,2,3,7,2,4,2,10,3,5,1,3,3,6,2,3,2,13,2,1,2,4,4,0,3,3
8,6,28,80,62,17,28,48,47,27,36,16,58,19,22,27,36,28,25,8,20,44,35,28,33,22,23,24,25,11,18,13,15,19,7,5,13,19,17,14,19,11,16,6,22,3,15,14,10,8,5,12,8,9,8,16,3
6,5,17,40,59,11,17,20,29,8,14,13,45,7,15,13,18,6,8,4,8,11,12,11,15,11,8,19,6,4,7,2,10,7,11,1,6,5,15,6,9,3,8,5,5,3,8,10,9,3,7,2,21,8,7,6,3
2,2,3,9,7,0,0,1,2,1,3,2,6,0,2,1,5,0,0,2,1,1,7,5,4,0,2,2,0,2,3,0,1,2,1,0,4,2,1,1,4,0,9,4,0,0,0,0,1,1,1,8,3,1,0,0,3
6,6,17,59,54,8,14,27,35,11,26,19,44,12,18,14,17,9,10,6,14,22,33,24,18,14,24,6,7,7,11,1,12,11,17,12,9,7,16,2,12,1,12,7,11,13,17,8,18,13,13,5,12,4,9,7,3
2,0,9,29,24,4,2,11,10,4,7,2,24,2,5,5,2,1,2,1,2,15,12,10,7,5,8,4,1,3,0,1,4,2,10,4,3,5,6,0,4,0,1,5,2,2,6,0,3,5,3,0,0,2,4,6,3
4,3,9,27,33,14,8,16,7,10,6,2,31,2,3,7,3,9,5,3,5,23,10,11,14,6,3,0,7,3,1,3,13,3,2,2,1,7,12,4,3,4,4,1,2,0,3,5,3,2,1,5,3,2,2,0,3
11,7,9,72,63,15,17,26,51,21,30,14,60,2,17,20,14,13,8,6,12,26,28,39,23,17,14,15,16,6,7,8,8,9,23,8,11,8,21,9,21,4,15,12,9,9,9,9,22,6,15,2,8,11,9,10,3
27,27,81,114,148,32,61,62,74,49,68,39,133,50,70,69,87,38,30,11,22,57,42,67,45,62,65,47,29,58,36,20,46,41,5,23,37,41,39,25,86,50,27,24,70,16,29,40,4,13,24,32,21,12,28,19,3
14,2,11,42,41,6,16,26,18,28,24,9,46,5,9,13,14,22,15,7,13,20,23,22,23,10,13,6,12,22,8,7,9,18,2,6,10,14,16,19,9,23,6,7,4,11,8,8,2,9,5,2,1,3,6,2,3
10,3,10,39,38,3,4,10,12,9,17,6,24,1,9,5,7,8,1,4,7,8,14,13,12,13,2,2,9,3,1,1,3,1,13,2,6,7,18,13,8,1,2,11,7,2,3,9,14,6,4,5,4,11,3,3,3
5,4,8,20,30,2,8,11,11,6,14,3,29,5,4,7,9,5,4,3,5,9,4,7,1,3,4,2,6,4,5,2,4,2,1,2,4,5,3,7,8,7,1,3,4,3,10,5,5,2,2,1,8,4,1,1,3
13,20,32,113,153,41,52,75,81,55,55,33,145,18,43,36,47,39,36,10,32,78,78,53,66,16,45,29,23,40,26,18,53,20,8,16,23,49,39,16,40,18,46,13,28,21,22,43,10,18,8,35,29,11,23,23,3
1,2,4,9,4,3,9,3,0,5,1,2,10,3,2,3,0,2,1,0,3,8,0,1,3,5,0,0,1,1,3,0,2,8,0,0,1,7,1,3,2,1,2,0,0,0,2,1,0,0,3,0,0,2,1,0,3
1,1,7,21,21,5,7,12,7,6,5,3,16,0,0,3,4,7,2,0,3,17,8,10,3,3,1,3,1,4,5,2,6,0,2,0,2,5,3,5,2,0,2,1,1,4,2,0,4,0,1,3,1,4,1,0,3
4,9,19,23,17,12,12,9,27,10,6,1,25,3,6,16,17,5,2,2,3,5,8,15,5,6,10,0,3,5,5,4,12,3,10,3,1,7,12,6,13,1,5,13,8,1,5,8,8,5,13,2,4,3,0,4,3
4,1,4,15,14,4,6,10,11,4,9,3,16,3,3,7,4,3,4,2,4,4,6,2,6,3,6,2,5,4,4,3,3,3,2,1,4,3,4,5,6,1,3,1,3,1,5,4,1,2,1,1,0,2,2,3,3
1,1,4,2,17,8,3,6,3,5,7,2,13,1,6,4,3,0,1,3,2,7,17,6,3,7,7,5,4,2,3,3,4,2,1,1,9,6,7,5,1,1,4,1,4,2,5,4,1,1,2,1,6,2,3,4,3
13,43,54,138,163,56,62,77,117,54,76,59,158,49,73,70,70,56,37,15,33,69,73,71,64,61,66,37,33,31,33,10,33,37,31,22,48,39,39,24,45,11,34,14,24,14,31,36,25,18,12,29,28,14,19,46,3
11,21,32,83,92,34,42,30,52,22,30,35,91,22,40,32,33,34,16,4,18,39,37,45,19,27,30,25,26,12,12,11,29,13,22,7,23,20,22,12,15,2,21,11,10,12,9,28,19,6,12,11,25,6,16,12,3
18,6,22,66,72,8,26,16,26,22,24,13,74,9,18,20,9,14,10,6,23,17,25,25,27,14,7,9,11,7,10,6,8,13,11,1,9,16,15,18,18,5,5,6,18,7,13,8,2,3,2,10,14,4,4,5,3
7,8,17,33,42,23,7,21,15,11,11,5,44,6,11,6,25,10,2,4,10,15,6,7,14,12,9,11,1,18,3,6,16,3,1,7,8,9,5,6,16,9,6,4,8,10,18,2,1,2,1,0,11,1,4,1,3
4,5,6,13,25,3,4,12,11,8,13,5,18,3,6,5,10,3,2,1,8,5,7,11,6,11,6,2,6,5,8,3,0,8,1,1,9,11,6,1,6,3,4,2,4,8,4,4,1,1,0,4,3,1,1,0,3
5,3,7,19,24,10,5,14,11,6,15,3,19,3,10,5,11,24,17,3,2,5,7,9,11,2,8,6,20,1,4,6,19,4,0,1,14,10,4,1,7,2,5,2,8,7,5,10,0,5,1,6,4,5,2,3,3
0,1,16,17,20,1,1,4,10,1,10,1,18,5,7,4,7,2,2,1,5,5,7,6,5,9,7,1,3,2,2,4,2,1,4,0,0,4,8,7,5,2,3,0,3,1,0,3,1,1,2,1,3,3,1,2,3
0,3,4,15,8,1,4,7,6,5,5,0,11,2,3,5,5,0,2,0,2,8,4,6,7,6,3,1,5,0,1,1,0,4,1,2,1,2,9,0,1,0,0,1,1,0,2,0,0,1,0,0,1,0,0,3,3
4,11,26,40,28,21,38,19,28,21,40,14,28,8,16,15,41,35,15,10,7,25,28,45,28,18,17,5,30,21,4,18,17,13,2,1,7,20,13,6,7,3,13,8,14,11,10,10,1,8,2,14,2,2,8,3,3
9,7,8,42,38,14,19,15,13,12,8,5,43,10,7,11,15,14,3,5,6,17,18,12,13,17,7,8,8,9,2,2,8,4,2,0,3,5,11,4,8,1,8,8,4,7,3,3,9,2,1,6,2,3,6,4,3
1,2,2,9,7,4,1,4,7,5,2,3,3,1,3,7,1,0,2,0,0,2,2,6,7,3,1,2,1,1,0,0,1,2,5,1,1,3,6,0,2,1,2,2,0,1,2,2,4,2,1,0,3,0,2,3,3
1,3,6,7,8,2,3,5,7,4,10,0,9,2,3,4,3,5,3,2,3,12,6,9,6,4,3,3,3,4,2,3,9,2,0,4,1,3,7,0,5,2,0,4,4,0,4,1,0,2,0,1,1,0,3,1,3
28,13,60,177,213,22,31,47,107,68,53,31,181,28,47,61,72,27,12,9,44,50,51,48,84,51,53,31,35,52,19,17,18,34,21,11,30,20,58,28,49,2,21,24,33,16,14,33,30,24,19,16,30,14,25,22,3
0,1,3,17,3,4,2,1,2,4,5,2,8,2,8,1,0,0,1,2,5,4,4,3,5,6,2,2,1,2,1,1,2,2,2,0,1,8,1,1,4,0,1,1,2,1,4,2,2,0,5,3,2,0,2,2,3
12,3,14,51,75,16,18,35,36,20,30,6,62,5,17,11,7,13,7,10,19,30,30,24,14,8,8,10,25,20,15,19,15,9,13,6,27,22,22,14,19,17,13,6,14,8,21,7,7,9,12,10,11,4,5,10,3
5,1,3,30,36,2,3,16,9,8,15,6,20,0,3,4,1,2,1,5,8,8,9,13,13,6,2,5,1,3,6,4,2,0,10,2,6,8,4,10,8,4,5,18,2,3,7,1,4,4,0,2,1,4,1,4,3
7,24,41,91,92,36,31,30,66,29,43,22,86,18,35,66,50,39,20,10,28,43,39,38,54,37,29,22,14,14,11,7,25,17,15,12,15,17,23,10,28,5,17,21,23,10,15,25,15,11,11,6,17,7,27,22,3
3,5,13,36,42,17,25,9,13,7,9,4,34,10,15,10,13,12,5,3,10,12,20,19,17,10,10,5,5,0,3,6,11,10,5,2,2,5,19,4,5,1,2,4,5,3,7,9,4,4,3,1,4,1,3,2,3
15,20,46,206,220,32,39,117,102,77,68,54,185,27,77,35,64,34,14,14,39,109,91,78,75,55,72,31,46,32,28,20,31,21,37,21,41,43,68,28,59,13,28,37,30,19,58,41,47,26,22,24,34,21,20,25,3
33,16,54,111,134,30,27,51,85,41,48,17,134,21,37,43,59,16,18,12,30,49,50,46,61,35,29,21,14,33,19,16,23,13,20,12,27,35,45,20,27,15,21,10,23,21,15,25,18,15,13,10,16,13,22,15,3
23,43,76,207,269,67,81,88,128,48,82,59,212,44,92,77,81,71,67,22,33,78,71,77,68,72,84,50,76,40,34,27,47,32,24,27,31,39,49,33,48,28,93,22,49,22,37,57,36,30,40,29,56,23,24,62,3
1,4,5,26,19,3,4,9,6,8,5,6,9,2,5,3,3,3,6,1,4,7,4,3,9,3,2,4,2,8,2,0,3,1,2,0,1,5,1,1,1,1,9,5,1,0,1,3,1,1,2,0,3,1,0,0,3
49,26,176,363,429,67,87,122,265,97,183,85,394,66,123,108,197,58,36,43,76,134,202,189,141,123,113,84,76,57,55,59,55,52,65,41,64,82,95,55,94,11,56,62,60,57,63,117,52,69,65,38,77,25,46,65,3
2,0,7,23,19,3,2,6,14,9,8,8,20,2,7,5,4,0,1,1,4,5,13,17,13,5,10,6,5,1,1,4,0,7,4,2,7,11,8,4,4,0,5,2,3,6,5,5,4,2,2,1,4,1,2,3,3
3,1,4,14,10,2,3,6,6,7,8,2,11,1,2,3,5,2,2,1,1,8,6,3,7,2,4,3,2,0,1,4,1,1,2,1,4,4,6,1,2,3,2,5,3,0,2,3,2,1,1,0,1,0,0,2,3
9,1,4,35,22,9,8,8,11,11,9,4,27,2,3,6,6,3,4,8,5,14,4,6,16,7,5,3,3,6,1,3,1,12,5,3,3,6,10,11,6,3,2,2,5,3,6,4,3,3,2,4,4,4,2,2,3
19,16,44,84,143,32,46,70,39,32,39,16,119,18,36,39,48,32,24,6,23,61,23,24,52,32,47,14,50,53,25,18,29,9,3,6,30,26,13,12,33,22,16,11,30,25,24,16,1,12,16,26,29,13,18,17,3
2,0,3,16,11,1,4,3,8,2,5,1,8,3,2,7,2,0,1,1,0,4,4,5,4,6,3,1,2,4,1,2,2,1,1,1,1,0,3,2,1,1,3,1,6,1,2,2,2,1,2,0,0,3,1,1,3
7,10,31,118,120,17,26,45,54,34,41,34,106,14,28,19,31,13,11,11,20,49,30,45,37,22,29,19,17,17,12,26,7,7,19,14,20,17,34,12,21,9,20,16,14,7,26,17,27,21,8,15,19,7,8,12,3
8,7,13,44,37,7,19,13,9,11,21,4,46,2,16,17,10,7,2,8,8,9,17,13,12,16,15,8,9,14,9,5,0,4,4,7,5,10,7,3,8,8,9,3,11,5,4,10,0,2,2,8,5,1,7,1,3
16,13,24,61,83,12,38,34,49,14,26,8,69,23,26,33,20,33,21,5,13,23,26,28,25,26,22,16,21,24,15,6,24,11,3,11,12,14,8,14,15,11,13,8,12,12,28,24,7,6,11,14,16,4,16,12,3
4,4,10,41,57,5,6,22,20,10,13,13,43,3,11,3,11,2,3,2,4,14,19,17,13,8,13,3,7,3,7,0,3,5,9,3,4,9,6,5,7,0,4,1,2,2,3,3,4,6,1,3,8,4,7,7,3
9,5,5,25,19,7,4,16,13,8,13,6,30,6,4,4,10,6,3,4,4,15,9,11,8,7,5,3,9,11,5,3,11,7,1,2,4,9,10,6,8,4,6,2,6,1,4,7,0,3,3,4,4,3,2,2,3
8,0,11,29,39,5,7,13,7,11,19,6,29,3,5,3,11,9,1,0,4,8,11,13,14,4,6,3,2,10,6,3,6,3,1,4,10,9,5,6,1,0,9,7,4,3,2,3,3,2,0,3,0,5,6,4,3
3,6,12,51,66,18,25,21,27,22,22,12,47,8,22,33,24,30,30,10,17,28,32,15,31,16,20,6,10,15,9,3,16,11,1,2,12,19,8,14,25,19,9,3,12,5,26,43,0,11,2,9,9,6,9,8,3
2,5,3,12,19,15,12,7,4,6,6,1,9,4,3,3,9,9,6,1,1,6,5,6,10,5,3,2,5,3,3,7,2,4,0,4,1,3,1,2,7,1,0,3,4,2,8,1,0,3,0,6,4,2,1,2,3
6,2,12,30,35,5,14,9,11,7,11,3,30,37,9,8,15,14,5,3,8,9,9,16,5,7,7,4,9,6,5,2,4,34,1,1,13,5,0,5,6,6,1,3,5,9,13,7,0,2,4,3,6,1,8,3,3
14,15,34,101,140,16,29,67,42,32,45,30,105,13,50,31,45,22,18,9,22,58,34,56,36,17,28,8,30,12,7,10,11,16,18,12,17,15,30,13,23,15,8,17,14,6,30,23,11,16,16,11,17,8,17,7,3
3,4,11,40,19,1,8,10,19,20,10,4,19,7,7,16,18,4,2,1,7,13,7,15,9,20,0,5,6,5,5,4,1,6,7,7,2,2,16,5,14,1,3,11,5,2,6,3,4,5,9,4,3,6,8,4,3
1,7,14,13,20,11,14,16,22,8,8,5,25,5,9,17,9,8,10,0,2,17,23,8,13,8,19,7,9,5,4,4,8,5,2,2,13,10,10,5,10,10,5,3,5,4,9,7,1,2,1,3,6,3,0,2,3
6,5,8,25,28,7,6,9,22,8,12,7,20,6,6,10,16,13,7,5,8,7,8,10,15,10,5,13,10,10,3,2,3,6,5,5,2,5,3,2,2,0,3,2,9,5,1,17,4,4,4,4,3,3,3,8,3
29,21,94,213,274,55,59,93,140,72,141,33,224,40,94,105,122,41,27,18,43,94,102,105,124,77,110,69,42,83,40,31,48,30,28,36,40,71,63,38,64,46,64,45,63,24,115,65,21,32,28,45,44,18,54,26,3
0,6,15,43,41,7,8,25,12,14,10,7,39,4,7,9,7,8,3,4,6,27,10,9,13,8,17,3,6,5,4,1,10,5,4,9,4,13,9,2,7,7,4,5,6,1,14,8,5,7,1,2,2,4,4,2,3
3,4,10,21,21,6,11,4,8,6,9,6,18,3,5,4,8,4,4,0,3,7,6,10,7,5,3,6,2,2,2,4,4,4,1,1,1,5,1,4,2,1,8,5,4,1,11,6,2,1,4,4,3,1,0,2,3
30,12,22,104,133,21,44,57,47,38,47,22,82,18,31,23,31,28,40,8,13,54,42,51,42,19,30,15,26,40,19,9,35,24,31,17,25,31,8,23,32,23,48,20,20,31,41,42,2,12,5,10,12,13,11,10,3
0,4,7,11,19,6,4,8,9,11,9,5,18,3,6,5,7,4,3,3,3,6,8,6,8,12,7,3,1,2,1,1,3,2,11,1,4,7,12,3,4,0,8,3,3,1,6,2,0,4,4,1,5,2,0,5,3
1,2,0,1,0,1,1,1,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
5,4,3,13,11,3,6,3,4,0,5,3,7,1,2,0,3,1,0,1,1,3,3,5,3,1,6,1,3,0,2,3,2,1,3,0,1,2,5,5,0,2,3,0,3,2,3,5,1,0,1,1,1,1,0,3,3
6,3,7,13,20,1,7,11,12,2,6,3,8,5,7,8,6,5,2,1,3,5,7,4,6,4,1,1,1,6,1,2,5,1,4,0,0,7,2,2,4,2,5,3,5,1,4,3,1,1,3,2,4,1,1,2,3
7,3,13,44,42,10,17,10,25,9,20,7,48,5,9,11,20,11,8,4,10,17,25,21,24,12,13,10,5,8,9,4,10,9,9,4,2,6,14,9,4,2,5,2,11,4,4,12,10,8,6,7,3,8,1,12,3
27,13,42,177,210,36,35,111,90,23,87,46,198,18,47,33,45,37,24,14,29,92,69,70,63,38,54,30,35,42,31,36,41,23,22,13,57,42,52,29,37,10,24,14,29,28,26,27,34,12,17,17,20,22,18,30,3
7,4,9,63,58,14,3,25,20,13,25,10,58,3,4,13,11,3,4,3,21,23,24,18,20,10,3,10,3,3,2,6,8,4,11,3,6,3,13,7,11,4,6,10,6,3,6,4,9,3,4,2,4,7,3,9,3
